date,open,high,low,close,volume,oi
2025-11-06,83.52,83.52,82.40,82.45,33941,366350
2025-11-07,82.63,82.96,81.70,81.75,32535,362665
2025-11-10,81.83,82.63,81.19,82.24,28311,361512
2025-11-11,82.29,83.18,81.78,82.93,36509,351311
2025-11-12,83.07,84.65,83.07,84.19,41099,346481
2025-11-13,84.44,85.07,83.20,83.62,41770,335296
2025-11-14,83.56,84.03,82.72,83.21,28084,334076
2025-11-17,83.73,83.73,82.06,82.20,34460,331393
2025-11-18,82.19,83.73,81.80,83.50,40851,324653
2025-11-19,83.17,83.87,82.48,82.94,32508,318296
2025-11-20,82.94,84.17,82.94,83.64,28326,317131
2025-11-21,83.13,83.28,82.32,82.69,32453,311604
2025-11-24,82.58,83.18,81.85,82.89,45681,302141
2025-11-25,82.82,84.48,82.77,84.15,45134,299850
2025-11-26,84.29,84.62,83.58,83.96,43705,291428
2025-11-27,83.97,84.80,83.29,84.49,55623,283250
2025-11-28,84.54,85.60,84.54,85.54,33702,278303
2025-12-01,85.28,85.65,84.81,84.92,39238,266491
2025-12-02,84.78,84.84,83.79,84.10,47309,260894
2025-12-03,84.16,84.64,83.50,84.07,46309,251573
2025-12-04,83.83,84.96,83.56,84.71,48548,236979
2025-12-05,84.75,85.02,83.89,84.26,39010,226394
2025-12-08,84.02,84.86,83.94,84.26,33505,218899
2025-12-09,84.38,85.23,84.16,85.13,41002,216462
2025-12-10,84.90,85.18,84.20,84.70,44575,201520
2025-12-11,85.00,86.68,85.00,86.18,44122,183007
2025-12-12,86.36,86.68,85.68,86.07,20514,174125
2025-12-15,85.95,87.79,85.95,87.28,6632,171590
2025-12-16,87.37,87.98,86.95,87.36,19846,353409
2025-12-17,87.37,88.49,86.45,86.80,32807,357488
2025-12-18,86.89,87.14,85.56,86.48,27485,356398
2025-12-19,86.60,87.29,86.08,87.05,16349,357322
2025-12-22,87.05,87.95,86.71,87.48,17696,358373
2025-12-23,87.48,88.88,87.48,88.54,18145,358221
2025-12-24,88.54,88.59,87.74,88.01,6770,358985
2025-12-26,88.01,88.01,88.01,88.01,0,0
2025-12-29,88.07,88.47,87.25,87.46,15968,358285
2025-12-30,87.25,87.60,86.92,87.28,13747,356365
2025-12-31,86.99,87.55,86.83,87.37,11918,355979
2026-01-02,87.55,88.88,87.47,88.31,15833,356642
2026-01-05,88.09,88.78,87.05,87.25,27596,354539
2026-01-06,87.51,88.15,87.13,88.10,22456,352713
2026-01-07,88.20,88.75,87.76,88.13,27625,353178
2026-01-08,87.60,88.34,87.10,88.19,26468,0
